County;Less Than High School Diploma;At Least High School Diploma;At Least Bachelors's Degree;Graduate Degree;School Enrollment;Median Earnings 2010;White (Not Latino) Population;African American Population;Native American Population;Asian American Population;Other Race or Races;Latino Population;Children Under 6 Living in Poverty;Adults 65 and Older Living in Poverty;Total Population;Preschool.Enrollment.Ratio.enrolled.ages.3.and.4;Poverty.Rate.below.federal.poverty.threshold;Gini.Coefficient;Child.Poverty.living.in.families.below.the.poverty.line;Management.professional.and.related.occupations;Service.occupations;Sales.and.office.occupations;Farming.fishing.and.forestry.occupations;Construction.extraction.maintenance.and.repair.occupations;Production.transportation.and.material.moving.occupations;Median Age;lon;lat;Adult.obesity;Diabetes;Uninsured;Unemployment
Mitchell County, Iowa;10.4;89.6;16.6;4.2;79.25;26460.24857;98.3;0.30000000000000004;0.05;0.2;0.25;0.9;3.6;8.35;10783;29.4;6.55;0.355;8.75;29.9;14.25;19.15;3.0;10.1;23.5;43.5;-92.7844663;43.3485643;0.274;0.08600000000000001;0.107;0.048
McLean County, Illinois;6.6;93.4;40.4;12.6;82.5;26195.31016;83.45;6.9;0.15;3.55;2.0;3.95;13.25;5.45;166629;57.5;13.25;0.43;12.05;39.2;16.35;29.2;0.30000000000000004;6.3;8.6;31.7;-88.8445391;40.4945594;0.316;0.08600000000000001;0.099;0.069
Monroe County, Indiana;8.9;91.1;42.7;21.0;86.05;16130.200315;87.0;3.2;0.2;4.8;2.15;2.6;21.6;7.55;132914;47.1;25.15;0.503;18.55;42.0;18.7;21.95;0.15;6.3;10.9;27.5;-86.5233253;39.1607509;0.253;0.088;0.177;0.069
Shelby County, Indiana;14.1;85.9;15.2;4.3;75.0;31298.641905;94.0;0.85;0.25;0.5;1.2;3.2;17.3;9.55;44200;27.7;10.05;0.436;14.4;26.65;14.9;23.6;0.4;13.1;21.35;39.7;-85.7921742;39.5241345;0.338;0.114;0.161;0.078
Prince William County, Virginia;11.6;88.4;37.5;14.7;75.75;42966.692065;50.6;19.2;0.25;7.2;3.35;19.4;7.55;5.4;381456;39.5;5.2;0.366;7.15;42.85;14.8;24.35;0.1;11.0;6.95;33.3;-77.4788873;38.7023317;0.28200000000000003;0.075;0.139;0.049
Newport News city, Virginia;11.1;88.9;23.5;8.0;71.25;26841.679365;47.35;39.95;0.35000000000000003;2.65;3.35;6.35;23.9;8.4;186677;48.5;13.5;0.41400000000000003;19.7;31.5;19.55;25.25;0.30000000000000004;10.95;12.4;32.0;-76.5217187;37.0759784;0.339;0.112;0.158;0.07200000000000001
Giles County, Tennessee;22.0;78.0;12.1;4.8;76.5;25160.741585;85.75;10.9;0.2;0.25;1.6;1.35;29.5;12.25;29280;25.9;16.85;0.454;24.6;25.3;14.6;23.8;0.75;11.2;24.3;41.9;-87.035319;35.2027228;0.361;0.117;0.171;0.092
McCulloch County, Texas;25.2;74.8;20.4;6.5;74.0;18005.17746;66.95;1.55;0.30000000000000004;0.7000000000000001;0.6000000000000001;29.9;33.8;15.25;8088;52.4;23.1;0.494;33.6;29.95;22.75;20.55;2.35;7.95;16.45;42.8;-99.3598557;31.2054766;0.294;0.114;0.277;0.053
Santa Cruz County, Arizona;29.1;70.9;17.3;5.8;80.15;21142.647935;17.35;0.15;0.35000000000000003;0.4;0.45;81.35;33.05;16.15;44985;17.4;23.65;0.47400000000000003;33.55;24.35;18.8;34.95;1.1;7.65;13.25;35.2;-110.8451898;31.5259036;0.201;0.064;0.262;0.17200000000000001
Jo Daviess County, Illinois;10.9;89.1;23.0;8.5;75.05;25684.63397;95.65;0.55;0.25;0.30000000000000004;0.5;2.7;16.1;7.25;22419;53.1;9.15;0.40800000000000003;13.25;30.5;18.8;22.15;0.9;9.85;17.7;46.6;-90.2114705;42.3623905;0.268;0.101;0.137;0.074
Wright County, Minnesota;7.0;93.0;23.8;5.6;76.95;36258.9273;94.05;1.0;0.30000000000000004;1.05;1.35;2.25;6.2;7.15;120613;40.1;5.55;0.368;6.45;32.15;15.6;25.95;0.45;11.2;14.6;34.1;-93.9663965;45.1750914;0.265;0.057;0.084;0.061
Meagher County, Montana;17.7;82.3;15.8;2.7;77.05;17590.789205;96.5;0.05;0.1;0.15;0.8;2.4;36.45;14.95;1759;71.3;17.95;0.452;20.3;29.25;27.8;12.3;9.35;11.8;9.45;43.2;-110.9217812;46.5857058;0.256;0.088;0.276;0.061
Marshall County, Oklahoma;20.4;79.6;15.9;4.8;77.45;21354.596825;71.1;1.0;7.45;0.4;6.6;13.5;32.65;6.55;15300;46.7;13.7;0.393;22.65;23.4;18.35;24.95;1.15;6.55;25.65;42.0;-96.770533;34.0270068;0.339;0.134;0.28300000000000003;0.057
Saline County, Arkansas;12.4;87.6;22.6;7.0;77.0;28959.83143;90.0;4.35;0.45;0.9;1.25;3.1;16.1;4.9;101059;48.4;10.15;0.394;13.9;31.75;12.95;31.25;0.30000000000000004;11.9;11.9;38.6;-92.674463;34.6485246;0.315;0.114;0.161;0.06
New Haven County, Connecticut;12.3;87.7;31.7;14.3;80.35;35516.47365;68.95;11.6;0.15;3.4;1.9500000000000002;13.95;17.45;7.15;853004;56.3;10.8;0.457;15.65;38.75;16.5;25.15;0.1;7.85;11.6;38.7;-72.9002037;41.3497173;0.274;0.096;0.099;0.092
Ravalli County, Montana;9.3;90.7;25.0;7.1;75.7;20447.587935;94.25;0.1;0.9500000000000001;0.45;1.45;2.8;32.2;6.6;40136;56.7;14.8;0.453;23.9;31.45;17.15;24.1;2.2;13.75;11.4;45.1;-114.1190647;46.0792979;0.209;0.067;0.228;0.08
Talladega County, Alabama;24.3;75.7;11.9;4.5;75.35;23309.22603;65.1;31.45;0.25;0.4;1.05;1.7000000000000002;27.55;15.45;81240;45.8;18.7;0.44;27.45;24.2;16.7;22.2;0.45;11.25;25.2;38.6;-86.1758045;33.3692774;0.384;0.14100000000000001;0.157;0.081
Macon County, Illinois;13.1;86.9;20.5;7.1;76.3;28543.235555;79.8;15.25;0.15;0.9500000000000001;2.25;1.6;30.35;6.3;109770;62.9;15.45;0.452;26.15;31.6;17.8;24.7;0.4;9.0;16.5;40.5;-88.9615288;39.8602372;0.321;0.101;0.122;0.106
Bollinger County, Missouri;24.9;75.1;10.1;4.2;71.55;23529.95746;97.1;0.30000000000000004;0.5;0.30000000000000004;1.05;0.8;32.55;19.75;12200;31.5;18.6;0.442;26.55;18.25;16.35;23.0;1.45;16.55;24.45;41.9;-90.0246011;37.3183491;0.357;0.11800000000000001;0.197;0.07
Outagamie County, Wisconsin;7.7;92.3;25.8;6.9;76.3;31308.373335;90.45;0.9;1.45;2.75;1.25;3.15;11.95;7.65;175151;38.4;8.15;0.402;10.9;31.1;14.35;26.25;0.6000000000000001;8.75;18.9;36.7;-88.4649883;44.4182258;0.306;0.093;0.08700000000000001;0.065
Trumbull County, Ohio;13.5;86.5;16.3;5.2;74.5;26375.9273;88.55;8.1;0.2;0.5;1.5;1.15;28.15;7.9;211831;36.8;14.7;0.418;23.4;26.15;18.25;24.6;0.30000000000000004;9.6;21.1;42.0;-80.7676557;41.3089364;0.325;0.112;0.147;0.081
Wheeler County, Texas;20.6;79.4;15.1;3.8;74.2;22253.25524;71.95;3.1;0.35000000000000003;0.6000000000000001;1.6;22.4;31.7;11.3;5086;54.7;15.0;0.513;22.7;25.9;19.95;16.75;3.4;19.3;14.7;40.3;-100.2531067;35.3925926;0.296;0.112;0.295;0.036000000000000004
Williamsburg city, Virginia;6.5;93.5;43.3;19.6;91.7;6330.513651;73.75;13.05;0.1;5.3;2.75;5.05;8.7;8.25;13199;60.5;17.7;0.466;17.55;39.3;24.95;26.5;0.0;4.0;5.25;23.1;-76.7067172;37.269293;0.28600000000000003;0.095;0.17;0.134
Furnas County, Nebraska;13.5;86.5;16.3;4.3;77.65;23916.413335;96.15;0.1;0.7000000000000001;0.2;0.65;2.25;37.5;9.25;4820;35.9;14.3;0.429;25.2;31.75;20.8;19.5;4.85;10.35;12.7;46.8;-99.9096609;40.1919912;0.322;0.11;0.153;0.035
Coconino County, Arizona;13.0;87.0;31.1;12.8;76.65;23125.06857;54.8;1.1;27.45;1.25;2.35;13.0;21.6;13.6;130866;46.4;18.0;0.443;21.5;32.7;21.3;24.5;0.30000000000000004;10.05;11.1;30.8;-111.7737277;35.8296919;0.233;0.073;0.226;0.081
Anderson County, Kansas;12.7;87.3;15.9;3.7;75.3;23493.523175;95.9;0.25;0.35000000000000003;0.30000000000000004;2.45;0.75;14.05;4.6;8001;37.2;13.75;0.402;23.25;29.65;15.85;20.55;1.4;13.65;18.9;41.7;-95.2920464;38.2151139;0.316;0.09;0.154;0.066
Dixie County, Florida;27.4;72.6;6.2;3.2;64.7;24227.53365;88.95;7.55;0.35000000000000003;0.15;0.8;2.2;21.9;8.85;15611;35.8;17.55;0.41000000000000003;23.85;20.35;18.95;18.9;1.4;22.9;17.55;44.5;-83.1956656;29.5808994;0.357;0.137;0.215;0.109
Morgan County, Georgia;21.1;78.9;23.8;8.6;82.4;25928.857145;71.65;24.0;0.25;0.65;1.15;2.3;22.05;14.0;17994;65.0;15.0;0.529;18.15;36.15;14.15;22.2;2.8;12.2;12.6;40.6;-83.4923244;33.5937317;0.315;0.136;0.20800000000000002;0.08
Northumberland County, Pennsylvania;15.8;84.2;13.5;4.4;70.45;24059.1473;94.75;1.9500000000000002;0.1;0.30000000000000004;0.75;2.1;28.05;12.4;92907;28.8;14.65;0.42;22.5;24.5;19.0;23.65;0.65;9.7;22.5;42.8;-76.709877;40.8515244;0.343;0.107;0.13;0.09
Marion County, Tennessee;26.3;73.7;13.3;5.1;74.4;26471.98603;93.2;2.85;0.35000000000000003;0.35000000000000003;2.1;1.2;26.2;10.15;28098;40.8;17.25;0.455;23.6;23.6;15.35;24.65;0.9500000000000001;13.35;22.1;41.5;-85.618399;35.1334215;0.299;0.117;0.168;0.089
Jasper County, Indiana;12.4;87.6;14.2;4.1;76.6;28266.453335;93.4;0.65;0.2;0.30000000000000004;0.7000000000000001;4.7;17.45;5.6;32837;47.9;9.25;0.358;14.3;25.9;15.85;22.9;1.55;15.7;18.2;37.5;-87.1188137;41.0176883;0.335;0.117;0.153;0.085
Kitsap County, Washington;7.3;92.7;28.0;10.0;71.4;31583.19365;80.45;2.5;1.35;4.6;5.5;5.55;14.15;5.2;244979;51.9;9.15;0.41600000000000004;11.15;37.25;18.2;22.95;0.4;11.3;9.9;38.9;-122.6496358;47.6396874;0.297;0.08600000000000001;0.132;0.074
Vinton County, Ohio;23.7;76.3;9.2;2.4;72.3;22452.15016;97.3;0.8;0.55;0.15;0.85;0.35000000000000003;21.15;13.3;13354;15.4;19.75;0.41400000000000003;24.7;24.45;14.35;20.45;0.75;9.85;30.15;38.9;-82.485961;39.2520144;0.303;0.108;0.152;0.106
Lawrence County, Pennsylvania;13.5;86.5;18.6;5.8;78.85;24780.36381;93.45;3.6;0.05;0.4;1.6;0.9;23.4;9.4;91035;42.1;12.35;0.418;19.8;29.9;19.15;24.65;0.30000000000000004;9.0;16.95;43.1;-80.3344455;40.9927352;0.28300000000000003;0.105;0.123;0.081
Crawford County, Arkansas;22.6;77.4;13.0;4.4;74.6;23947.96603;87.35;1.25;1.65;1.35;2.7;5.65;33.15;12.8;60344;34.4;18.8;0.406;29.2;26.4;14.5;23.5;1.1;10.75;23.75;37.3;-94.2362241;35.5830407;0.359;0.10200000000000001;0.20500000000000002;0.074
Ouachita Parish, Louisiana;15.9;84.1;23.5;7.5;77.1;25355.681905;60.7;35.55;0.15;0.85;0.9500000000000001;1.75;38.9;12.9;151872;57.2;21.35;0.492;32.3;31.9;17.8;29.15;0.15;9.2;11.85;34.1;-92.1547984;32.4774949;0.335;0.11900000000000001;0.214;0.07
Monroe County, Mississippi;24.8;75.2;13.2;4.8;70.15;23547.498415;67.3;30.7;0.2;0.1;0.9;0.9500000000000001;32.3;17.65;37039;32.9;20.85;0.46;30.6;24.4;14.85;23.75;0.4;9.35;27.25;38.8;-88.4850379;33.8900295;0.34400000000000003;0.139;0.20600000000000002;0.114
Monona County, Iowa;12.4;87.6;14.7;2.6;74.4;23500.104125;96.7;0.2;1.1;0.2;0.75;1.1;14.25;7.1;9180;43.9;12.1;0.417;17.6;28.45;15.75;25.45;2.4;11.45;16.5;46.2;-95.9565661;42.0494317;0.274;0.096;0.117;0.07100000000000001
Wichita County, Kansas;19.3;80.7;15.9;1.8;78.45;23471.27619;72.4;0.35000000000000003;0.1;0.05;1.2;25.85;16.45;3.0;2205;5.3;11.0;0.352;20.0;30.7;20.2;17.65;11.1;6.05;14.3;40.0;-101.3474341;38.4819222;0.337;0.11;0.221;0.054
St. Helena Parish, Louisiana;23.4;76.6;11.1;3.9;74.25;23648.067935;45.05;53.35;0.25;0.05;0.6000000000000001;0.75;19.7;24.05;10854;30.9;21.15;0.47500000000000003;24.3;19.3;26.0;22.65;2.45;18.65;11.0;38.3;-90.7093504;30.821423199999998;0.375;0.148;0.23600000000000002;0.111
Crawford County, Ohio;14.2;85.8;10.5;3.7;76.1;24236.30254;96.5;0.75;0.1;0.4;1.1;1.15;31.4;6.25;43982;41.0;12.45;0.393;20.45;23.65;19.1;22.0;0.45;8.6;26.2;41.3;-82.9247712;40.848508;0.359;0.135;0.147;0.08700000000000001
Petersburg city, Virginia;28.0;72.0;15.2;4.5;66.7;25055.07238;16.4;77.7;0.2;0.9;1.4;3.4;29.85;10.85;32632;32.7;19.0;0.41500000000000004;30.95;25.5;25.35;25.1;0.15;8.0;15.95;39.6;-77.3923681;37.2047302;0.378;0.156;0.176;0.113
Vernon Parish, Louisiana;15.5;84.5;15.6;5.0;60.4;25287.64889;71.8;13.65;1.25;1.8;3.65;7.8;24.8;11.9;49904;40.4;15.8;0.404;22.95;27.15;19.75;24.95;1.0;15.35;11.75;29.8;-93.1815202;31.1105625;0.375;0.113;0.186;0.065
Osceola County, Michigan;14.8;85.2;11.9;3.9;75.0;23380.826985;95.7;0.45;0.45;0.15;1.8;1.4;27.7;11.0;23298;39.5;18.45;0.394;26.5;23.6;17.85;19.25;1.8;10.2;27.35;41.2;-85.3222825;43.9975523;0.339;0.114;0.145;0.10200000000000001
Itasca County, Minnesota;7.7;92.3;20.8;6.2;76.35;24251.66;93.25;0.30000000000000004;3.45;0.4;1.6;1.0;16.85;6.7;44711;42.2;11.9;0.40700000000000003;15.05;30.0;18.05;24.4;1.1;12.15;14.3;44.5;-93.6131284;47.4908429;0.28;0.093;0.117;0.075
Franklin County, Missouri;15.0;85.0;16.5;6.1;75.05;27844.51238;96.2;0.9500000000000001;0.30000000000000004;0.35000000000000003;0.9;1.25;14.45;7.1;100679;39.1;10.55;0.40800000000000003;14.7;26.7;15.85;22.5;0.30000000000000004;14.05;20.7;38.5;-91.0734098;38.4083125;0.34500000000000003;0.101;0.151;0.08
Pope County, Illinois;14.9;85.1;8.3;3.7;84.75;20707.500315;89.25;5.1;0.65;0.1;1.3;3.6;35.45;9.75;4270;74.7;14.2;0.362;21.35;16.3;29.5;19.45;1.2;20.15;13.45;46.5;-88.5423737;37.4171687;0.307;0.107;0.139;0.098
Anoka County, Minnesota;7.2;92.8;25.7;7.2;77.3;36412.700635;86.45;3.85;0.6000000000000001;3.8;2.15;3.15;9.1;5.8;328666;39.9;6.2;0.371;7.75;35.3;13.4;27.15;0.15;9.9;14.1;36.4;-93.2427232;45.2741098;0.307;0.083;0.093;0.058
Mercer County, Missouri;12.7;87.3;14.2;5.5;75.5;23493.300315;97.8;0.35000000000000003;0.35000000000000003;0.35000000000000003;0.5;0.6000000000000001;28.75;15.9;3629;37.8;15.1;0.41500000000000004;22.75;41.6;10.8;19.9;7.8;8.3;11.6;43.9;-93.5676313;40.4214135;0.324;0.123;0.212;0.048
Jones County, North Carolina;21.8;78.2;10.7;2.7;72.1;23066.680315;61.3;32.65;0.35000000000000003;0.15;1.7000000000000002;3.9;26.45;10.7;10090;2.0;17.45;0.41100000000000003;22.2;24.65;18.5;23.2;2.95;14.45;16.3;42.8;-77.3564428;35.0321598;0.341;0.152;0.21;0.105
Marion County, Florida;15.5;84.5;17.1;6.1;73.15;25049.532065;75.5;11.55;0.35000000000000003;1.3;1.4;9.85;31.15;8.75;325092;44.5;14.6;0.443;23.65;27.3;19.75;28.05;1.3;11.7;11.95;46.7;-82.0431004;29.2028047;0.316;0.124;0.242;0.1
St. Clair County, Illinois;12.6;87.4;23.9;8.8;78.35;29463.524445;64.1;29.5;0.2;1.15;2.0;3.0;28.25;9.75;265662;55.5;15.35;0.442;24.55;32.8;20.0;26.7;0.45;7.9;12.2;36.7;-89.9285459;38.4701976;0.297;0.111;0.116;0.097
Niobrara County, Wyoming;8.9;91.1;19.7;5.6;74.35;22404.233335;92.2;0.55;1.1;0.2;2.05;3.9;20.0;14.95;2395;0.0;11.1;0.41200000000000003;17.15;39.5;18.25;13.45;3.8;14.25;10.6;45.2;-104.4683727;43.062159;0.23800000000000002;0.079;0.216;0.041
Medina County, Ohio;7.5;92.5;29.5;9.3;82.1;34612.75873;95.05;1.3;0.1;1.0;1.0;1.5;8.85;5.6;171139;48.5;6.1;0.392;8.15;36.95;13.85;26.6;0.2;8.15;14.15;39.8;-81.8995658;41.1160512;0.28600000000000003;0.111;0.11;0.06
Marion County, Kentucky;21.6;78.4;11.4;5.9;74.85;24053.83778;87.1;8.75;0.05;0.45;1.45;2.15;34.75;22.85;19532;32.4;19.45;0.442;25.5;26.0;15.0;19.85;1.9;10.85;26.4;37.8;-85.269242;37.5522465;0.338;0.111;0.166;0.08
Ionia County, Michigan;13.3;86.7;13.1;3.8;74.55;26019.981585;89.2;4.4;0.30000000000000004;0.30000000000000004;1.9500000000000002;3.85;25.95;9.3;63795;51.2;14.85;0.398;20.05;25.0;18.0;25.15;2.15;10.4;19.25;35.9;-85.073766;42.9446503;0.337;0.097;0.132;0.083
Jeff Davis County, Georgia;24.8;75.2;11.5;3.6;69.3;24246.91016;74.45;15.3;0.15;0.35000000000000003;0.55;9.25;34.0;20.95;14190;44.0;23.1;0.406;27.25;23.4;13.75;17.85;5.7;13.55;25.7;36.5;-82.6368248;31.8116153;0.28500000000000003;0.117;0.255;0.139
Massac County, Illinois;15.0;85.0;14.1;3.3;79.65;24092.76635;90.3;5.25;0.30000000000000004;0.25;2.3;1.65;24.45;13.15;15255;69.8;14.35;0.396;22.45;24.75;22.15;24.45;0.05;11.95;16.7;41.8;-88.7056578;37.216119;0.338;0.113;0.125;0.089
White County, Arkansas;18.2;81.8;17.3;6.6;79.65;21697.92762;90.05;4.1;0.45;0.45;1.6;3.3;23.25;11.15;75457;54.3;16.05;0.455;21.9;27.0;17.35;26.0;0.55;11.5;17.65;36.1;-91.7531583;35.2547221;0.334;0.107;0.2;0.08
Lewis County, West Virginia;20.6;79.4;12.0;3.5;71.8;22405.383175;97.45;0.55;0.2;0.35000000000000003;1.05;0.4;35.55;12.6;16793;33.7;20.7;0.459;26.85;23.85;21.55;22.3;1.15;16.15;15.0;43.1;-80.4955177;38.9888444;0.318;0.124;0.19;0.06
Sully County, South Dakota;8.0;92.0;25.1;2.3;77.35;24736.785715;96.5;0.05;0.9500000000000001;0.0;2.0;0.5;31.3;7.0;1368;45.5;8.35;0.406;11.85;43.75;11.4;21.1;5.2;13.45;5.15;46.8;-100.1313985;44.722325;0.342;0.088;0.134;0.026000000000000002
Hays County, Texas;11.9;88.1;35.0;10.9;78.1;25753.08222;59.75;3.7;0.35000000000000003;1.2;1.25;33.85;13.75;7.55;149239;34.4;17.1;0.459;13.6;37.5;17.15;27.35;0.25;9.55;8.2;30.0;-98.0292673;30.0612247;0.303;0.078;0.225;0.057
Sussex County, Virginia;32.2;67.8;10.0;3.7;65.0;20157.1073;38.25;58.5;0.2;0.4;1.05;1.65;34.65;16.65;12069;29.4;18.7;0.40800000000000003;28.25;19.1;22.1;23.05;4.1;10.95;20.6;41.0;-77.2597319;36.9266454;0.373;0.132;0.176;0.083
Bond County, Illinois;12.0;88.0;24.7;8.9;80.4;26599.860635;89.2;6.2;0.25;0.7000000000000001;1.35;2.35;15.8;9.8;17970;70.6;11.95;0.41400000000000003;13.65;29.5;19.1;23.25;0.65;9.85;17.6;39.3;-89.4365916;38.885924;0.289;0.097;0.113;0.08700000000000001
Gilmer County, Georgia;24.6;75.4;13.4;4.1;73.95;21847.06857;88.35;0.15;0.25;0.25;1.3;9.75;30.45;11.25;28336;41.7;19.8;0.45;26.55;21.05;16.65;21.85;1.35;18.3;20.85;41.0;-84.4539838;34.6905413;0.291;0.116;0.28;0.10200000000000001
Jefferson County, Tennessee;22.2;77.8;13.5;5.2;74.9;22409.096825;93.3;2.2;0.25;0.25;1.15;2.8;37.8;10.95;50761;27.4;18.05;0.44;25.45;24.8;17.65;26.55;0.5;12.1;18.45;39.7;-83.4409664;36.0484787;0.28400000000000003;0.114;0.17500000000000002;0.101
Buffalo County, South Dakota;23.5;76.5;8.3;3.8;65.2;12274.221585;11.75;0.1;85.9;0.6000000000000001;0.6000000000000001;1.05;53.7;38.35;2001;10.3;50.6;0.494;57.55;26.55;39.5;15.25;4.0;7.0;7.65;23.4;-99.2039983;44.0443062;0.418;0.178;0.216;0.14300000000000002
East Carroll Parish, Louisiana;37.8;62.2;8.3;2.8;66.25;16501.430475;27.05;70.9;0.15;0.30000000000000004;0.4;1.15;76.25;31.35;8012;80.3;42.75;0.645;63.95;21.6;26.3;26.8;2.7;10.6;12.0;33.3;-91.2341409;32.7301699;0.41500000000000004;0.154;0.20800000000000002;0.157
Clinton County, Missouri;9.8;90.2;17.6;6.4;73.2;28993.04;94.8;0.9500000000000001;0.45;0.2;1.4;2.2;6.55;9.95;20776;39.9;8.35;0.373;7.8;26.25;16.6;25.35;0.7000000000000001;13.85;17.15;40.8;-94.3958028;39.6087233;0.322;0.115;0.157;0.078
Bandera County, Texas;11.0;89.0;24.0;7.5;76.15;24171.73016;80.9;0.55;0.7000000000000001;0.2;1.05;16.55;42.15;7.65;20311;38.7;17.15;0.452;27.8;37.95;20.25;20.15;1.55;14.85;5.3;47.6;-99.2606816;29.7557484;0.29;0.13;0.264;0.06
El Paso County, Texas;29.0;71.0;19.3;6.4;78.15;20581.27143;13.5;2.55;0.30000000000000004;1.0;0.8;81.75;39.4;21.65;765021;42.5;26.1;0.47000000000000003;36.2;28.6;19.85;27.5;0.4;9.8;13.85;31.2;-106.2413905;31.7664034;0.234;0.084;0.309;0.093
Roger Mills County, Oklahoma;11.4;88.6;20.1;8.6;72.8;24424.031745;86.6;0.7000000000000001;5.1;0.4;2.7;4.55;15.35;15.4;3478;55.3;11.6;0.505;10.1;32.3;16.15;15.05;4.25;17.9;14.35;43.5;-99.7415716;35.7085544;0.323;0.124;0.232;0.024
Bedford County, Tennessee;25.8;74.2;12.8;3.5;69.75;22908.62476;77.75;7.1;0.2;0.6000000000000001;1.85;12.45;33.25;14.2;44674;24.4;20.45;0.457;28.75;22.25;11.25;22.8;1.2;15.25;27.3;35.9;-86.4582939;35.5136604;0.36;0.122;0.20600000000000002;0.089
Claiborne County, Tennessee;30.8;69.2;11.1;5.0;71.95;22876.141905;96.6;0.85;0.25;0.6000000000000001;0.85;0.8;27.7;17.95;31647;32.6;19.5;0.451;25.2;24.95;15.45;21.95;0.8;13.65;23.2;40.4;-83.6607235;36.5015565;0.317;0.121;0.162;0.10400000000000001
Ouray County, Colorado;4.8;95.2;41.3;13.0;88.1;25746.09778;92.95;0.05;0.15;0.5;1.15;5.2;12.05;4.35;4477;100.0;7.3;0.41600000000000004;7.05;39.9;24.5;14.65;0.35000000000000003;16.35;4.25;46.2;-107.7671334;38.1505999;0.17500000000000002;0.068;0.20700000000000002;0.07100000000000001
Calhoun County, Florida;25.9;74.1;11.6;3.8;69.15;21680.630795;77.15;15.45;0.6000000000000001;0.35000000000000003;1.6;4.9;33.25;8.5;14075;66.8;20.8;0.441;29.2;28.0;24.6;23.55;1.85;10.4;11.65;38.4;-85.1979155;30.3888013;0.361;0.135;0.228;0.081
Houston County, Georgia;12.7;87.3;24.4;9.1;77.5;30824.915875;62.55;27.55;0.25;2.15;2.4;5.05;20.85;10.2;135405;53.5;12.5;0.40700000000000003;18.05;37.9;15.55;24.15;0.45;10.7;11.25;34.4;-83.6628559;32.4583811;0.299;0.097;0.176;0.076
Shannon County, Missouri;23.6;76.4;13.7;5.0;72.65;17167.42635;94.25;0.1;1.65;0.55;2.15;1.25;39.8;13.85;8375;59.3;24.75;0.401;36.35;26.85;15.5;16.45;5.4;10.5;25.35;41.9;-91.3983635;37.1519796;0.366;0.127;0.219;0.106
Iredell County, North Carolina;15.5;84.5;21.6;6.1;75.95;28200.000315;78.55;12.0;0.25;1.75;1.3;6.15;19.45;11.1;154891;35.0;12.55;0.46;16.7;28.4;14.9;25.35;0.5;10.55;20.3;38.4;-80.8745449;35.8063558;0.279;0.089;0.176;0.097
Kenosha County, Wisconsin;12.3;87.7;22.5;7.0;78.65;30489.37492;79.75;6.05;0.30000000000000004;1.35;1.9;10.65;19.9;10.1;164583;49.3;11.4;0.425;15.65;31.6;16.1;26.5;0.30000000000000004;9.15;16.35;36.1;-87.4248983;42.5797028;0.313;0.076;0.107;0.082
Ripley County, Missouri;29.4;70.6;12.2;4.1;67.6;17637.91143;95.7;0.25;1.5;0.25;1.25;1.05;41.0;12.45;13811;15.1;24.5;0.405;34.55;24.85;23.85;18.3;3.0;12.0;18.0;41.6;-90.8670597;36.6489017;0.338;0.117;0.20400000000000001;0.081
Scotland County, Missouri;18.5;81.5;17.8;4.1;60.6;22922.44349;98.65;0.05;0.1;0.1;0.6000000000000001;0.5;54.3;22.3;4816;15.9;21.85;0.445;30.5;29.95;14.3;27.1;2.65;10.45;15.55;42.2;-92.1428235;40.4476855;0.355;0.11;0.218;0.047
Jefferson County, Oklahoma;24.2;75.8;11.2;3.2;75.65;21652.557145;80.25;0.7000000000000001;6.25;0.2;3.75;8.8;23.45;12.9;6380;44.3;16.95;0.446;23.05;24.0;21.35;21.6;2.2;14.65;16.2;41.8;-97.8388139;34.1050923;0.369;0.122;0.259;0.054
Macon County, Tennessee;27.4;72.6;7.6;3.6;70.8;21640.6527;94.25;0.4;0.35000000000000003;0.25;0.85;3.9;28.25;26.45;21978;37.6;23.25;0.453;28.3;23.35;14.55;20.05;1.35;13.15;27.5;37.3;-86.0012306;36.5378383;0.336;0.122;0.20800000000000002;0.081
Delta County, Texas;15.8;84.2;15.0;4.6;78.75;26133.91111;83.7;7.05;1.4;0.9500000000000001;1.6;5.35;27.45;15.0;5332;57.5;14.7;0.451;20.85;25.35;15.9;20.95;1.6;13.55;22.7;41.2;-95.6733504;33.3859329;0.299;0.116;0.257;0.076
Phelps County, Nebraska;7.7;92.3;22.7;5.2;78.25;26261.286985;95.0;0.05;0.2;0.1;0.4;4.25;15.6;10.55;9188;55.4;10.65;0.402;10.8;31.8;16.55;23.3;4.05;8.8;15.4;42.0;-99.4065568;40.5163647;0.333;0.096;0.107;0.028
Forrest County, Mississippi;15.8;84.2;25.9;10.8;77.65;19295.498415;59.25;35.65;0.25;1.05;0.9500000000000001;2.85;39.45;11.1;76792;52.0;25.7;0.483;35.2;31.85;18.4;26.05;0.5;10.5;12.7;30.8;-89.2594467;31.1885802;0.364;0.113;0.216;0.08600000000000001
Brown County, Nebraska;11.7;88.3;16.8;4.3;74.95;19773.005715;98.0;0.1;0.25;0.2;1.0;0.45;22.55;22.5;3161;56.5;19.45;0.443;17.0;28.45;17.8;20.0;7.5;11.8;14.45;48.1;-99.9231761;42.3493903;0.317;0.114;0.183;0.03
